"['Praise You', 'Fatboy Slim']"
"['Always Remember Us This Way', 'Lady Gaga']"
"['You Remind Me Of Something', 'R. Kelly']"
"['Consider Me Gone', 'Reba']"
"['Psycho', 'Post Malone Featuring Ty Dolla $ign']"
"['Hope You Get Lonely Tonight', 'Cole Swindell']"
"['Lifestyles Of The Rich And Shameless', 'Lost Boyz']"
"['I Hate Everything', 'George Strait']"
"['You Can Get It All', 'Bow Wow Featuring Johnta Austin']"
"['Greatest Love Story', 'LANCO']"
"['Southernplayalisticadillacmuzik', 'OutKast']"
"['Love Me All Up', 'Stacy Earl']"
"['m.A.A.d City', 'Kendrick Lamar Featuring MC Eiht']"
"['Father Stretch My Hands Pt. 1', 'Kanye West']"
"['Emotionless', 'Drake']"
"['Clarity', 'Zedd Featuring Foxes']"
"['So Far Away', 'Staind']"
"['7 Years', 'Lukas Graham']"
"['Whole Wide World (From ""True Love"")', ""A'me Lorain""]"
"['Forever In Your Eyes', 'Mint Condition']"
"[""Nobody's Supposed To Be Here"", 'Deborah Cox']"
"['You Got Me', 'The Roots Featuring Erykah Badu']"
"['Drink In My Hand', 'Eric Church']"
"[""Baby Don't Go"", 'Fabolous Featuring Jermaine Dupri']"
"['Whistle While You Twurk', 'Ying Yang Twins']"
"['Simply Being Loved (Somnambulist)', 'BT']"
"['Red Light', 'David Nail']"
"['Domino', 'Jessie J']"
"['Sweet Sensual Love', 'Big Mountain']"
"[""If I Didn't Have You"", 'Thompson Square']"
"['Chandelier', 'Sia']"
"['The Dream Is Still Alive', 'Wilson Phillips']"
"['Close To You', 'Maxi Priest']"
"['Beautiful Liar', 'Beyonce & Shakira']"
"['Doubleback (From ""Back To The Future Part III"")', 'ZZ Top']"
"[""Livin' It Up"", 'Ja Rule Featuring Case']"
"['Dream About You/Funky Melody', 'Stevie B']"
"['Shape Of You', 'Ed Sheeran']"
"['Do I Make You Wanna', 'Billy Currington']"
"['Colour Of Love', 'Amber']"
"['Ray Of Light', 'Madonna']"
"['Babylon', 'David Gray']"
"['Laughed Until We Cried', 'Jason Aldean']"
"['Fly S**t Only', 'Future']"
"['March 14', 'Drake']"
"[""Thinkin' Bout It"", 'Gerald Levert']"
"['Automatic Lover (Call For Love)', 'Real McCoy']"
"[""Please Don't Go"", 'Tank']"
"['Hat 2 Da Back', 'TLC']"
"['There It Is', 'Ginuwine']"
"['Wasted', 'Carrie Underwood']"
"['Where You Are', 'Jessica Simpson Featuring Nick Lachey']"
"['So Sexy', 'Twista Featuring R. Kelly']"
"['Troubadour', 'George Strait']"
"['Somebody', 'Natalie La Rose Featuring Jeremih']"
"['Bottoms Up', 'Brantley Gilbert']"
"['No Type', 'Rae Sremmurd']"
"['Shake That Monkey', 'Too Short Featuring Lil Jon & The East Side Boyz']"
"['Never Enough', 'One Direction']"
"['Class Reunion (That Used To Be Us)', 'Lonestar']"
"['One Thing', 'One Direction']"
"[""Can't Nobody"", 'Kelly Rowland']"
"[""That's Why"", 'The Party']"
"['You Make It Easy', 'Jason Aldean']"
"['Bruises', 'Train Featuring Ashley Monroe']"
"[""Stunting Ain't Nuthin"", 'Gucci Mane Featuring Slim Jxmmi & Young Dolph']"
"['Ric Flair Drip', 'Offset & Metro Boomin']"
"['Walking In My Shoes', 'Depeche Mode']"
"['Love Me The Right Way', 'Rapination & Kym Mazelle']"
"['When There Was Me And You', 'Vanessa Anne Hudgens']"
"[""Ain't No Playa"", ""Rappin' 4-Tay""]"
"['We Are Young', 'Glee Cast']"
"[""Before It's Too Late (Sam And Mikaela's Theme)"", 'Goo Goo Dolls']"
"['And So It Goes', 'Billy Joel']"
"[""Thinkin' Problem"", 'David Ball']"
"['Tell Me Where It Hurts', 'Kathy Troccoli']"
"['Son Of A Gun', 'Janet Featuring Missy Elliott, P. Diddy & Carly Simon']"
"['Disease', 'matchbox twenty']"
"['Free Your Mind', 'En Vogue']"
"['Stars Are Blind', 'Paris Hilton']"
"['Blow', 'Ke$ha']"
"['Boom! I Got Your Boyfriend', 'MC Luscious']"
"['Heart Like A Wheel', 'The Human League']"
"[""White Tee's"", 'Dem Franchize Boyz']"
"['Colors Of The Wind (From ""Pocahontas"")', 'Vanessa Williams']"
"['Hallelujah', 'Matthew Schuler']"
"['We The People....', 'A Tribe Called Quest']"
"['Summer Games', 'Drake']"
"['Summertime Magic', 'Childish Gambino']"
"['Suit & Tie', 'Justin Timberlake Featuring JAY Z']"
"[""You Won't Be Lonely Now"", 'Billy Ray Cyrus']"
"['How To Dance', 'Bingo Boys Featuring Princessa']"
"['Ready Set Roll', 'Chase Rice']"
"['Big Shot', 'Kendrick Lamar & Travis Scott']"
"['Make It Rain', 'Fat Joe Featuring Lil Wayne']"
"['Dig In', 'Lenny Kravitz']"
"['Romantic Call', 'Patra Featuring Yo-Yo']"
"['Love Is A Wonderful Thing', 'Michael Bolton']"
"['I Like It', 'Sammie']"
"[""Hey Good Lookin'"", 'Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait']"
"['Girls Nite Out', 'Tyler Collins']"
"['More Like Her', 'Miranda Lambert']"
"['Get No Better', 'Cassidy Featuring Mashonda']"
"['Slide', 'Goo Goo Dolls']"
"['Here Is Gone', 'Goo Goo Dolls']"
"['Angel', 'Lionel Richie']"
"['Talk That Talk', 'Rihanna Featuring Jay-Z']"
"['Use It Up And Wear It Out', 'Pat & Mick']"
"['Crank That (Soulja Boy)', ""Soulja Boy Tell'em""]"
"['Save Me', 'Lisa Fischer']"
"['Family Portrait', 'P!nk']"
"['Back To December', 'Taylor Swift']"
"['The One', 'Elton John']"
"['Location', 'Khalid']"
"['Sunday Morning', 'Earth, Wind & Fire']"
"['Poison', 'Bell Biv DeVoe']"
"['A Little More Summertime', 'Jason Aldean']"
"['Sweet Surrender', 'Sarah McLachlan']"
"['Modern Day Bonnie And Clyde', 'Travis Tritt']"
"['La La La', 'Naughty Boy Featuring Sam Smith']"
"['Wanted You More', 'Lady Antebellum']"
"['I Did It', 'Dave Matthews Band']"
"['Here We Go', 'Funkmaster Flex Presents Khadejia Featuring Product']"
"[""My Give A Damn's Busted"", 'Jo Dee Messina']"
"['American Kids', 'Kenny Chesney']"
"['In My Mind', 'Heather Headley']"
"[""I'm A Player"", 'Too $hort']"
"['Homewrecker', 'Gretchen Wilson']"
"['Someone Else Calling You Baby', 'Luke Bryan']"
"['My Way', 'Limp Bizkit']"
"['Off The Hook', 'Jody Watley']"
"['John Deere Green', 'Joe Diffie']"
"['Move That Doh', 'Future Featuring Pharrell, Pusha T & Casino']"
"['Pop Goes The Weasel', '3rd Bass']"
"['Away From The Sun', '3 Doors Down']"
"['Walls (From ""She\'s The One"")', 'Tom Petty And The Heartbreakers']"
"['This Town', 'Niall Horan']"
"['Ass Back Home', 'Gym Class Heroes Featuring Neon Hitch']"
"['Survival Of The Fittest', 'Mobb Deep']"
"['Always And Forever', 'Luther Vandross']"
"['Spin That Wheel', 'Hi Tek 3 Featuring Ya Kid K']"
"['""B"" Girls', 'Young And Restless']"
"['I May Hate Myself In The Morning', 'Lee Ann Womack']"
"['We Ball', 'Meek Mill Featuring Young Thug']"
"[""She's A Hottie"", 'Toby Keith']"
"['Rap Devil', 'Machine Gun Kelly']"
"['Lean Wit It, Rock Wit It', 'Dem Franchize Boyz Featuring Lil Peanut & Charlay']"
"['Young Girls', 'Bruno Mars']"
"['Dream Lover', 'The Rebel Pebbles']"
"['Life Is A Highway', 'Rascal Flatts']"
"['When You Believe', 'Whitney Houston & Mariah Carey']"
"['Angel In Blue Jeans', 'Train']"
"['Gonna', 'Blake Shelton']"
"['Tell Me Something', 'Indecent Obsession']"
"['When You Talk About Love', 'Patti LaBelle']"
"['Hello', 'Karmin']"
"[""Raise 'Em Up"", 'Keith Urban Featuring Eric Church']"
"['Gucci Gang', 'Lil Pump']"
"['Jellyhead', 'Crush']"
"['Sprinkle Me', 'E-40 (Featuring Suga T)']"
"['Straight Outta Compton', 'N.W.A']"
"['We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song]', 'Pitbull Featuring Jennifer Lopez & Claudia Leitte']"
"['Animal', 'Neon Trees']"
"['Untitled 07 l Levitate', 'Kendrick Lamar']"
"[""You Don't Know"", 'Eminem, 50 Cent, Lloyd Banks & Ca$his']"
"['Feeling Myself', 'Nicki Minaj Featuring Beyonce']"
"['Sober Saturday Night', 'Chris Young Featuring Vince Gill']"
"['Anna-Molly', 'Incubus']"
"['Stickwitu', 'The Pussycat Dolls']"
"['Cruel Summer', 'Ace Of Base']"
"['Violet Hill', 'Coldplay']"
"['Tim McGraw', 'Taylor Swift']"
"['Camouflage', 'Brad Paisley']"
"['1-4-All-4-1', 'East Coast Family']"
"['Faces Of Love', 'Nia Peeples']"
"['Over And Over', 'Nelly Featuring Tim McGraw']"
"['Bed', 'J. Holiday']"
"['The One I Gave My Heart To', 'Aaliyah']"
"['Wannagirl', 'Jeremy Jordan']"
"[""Epiphany (I'm Leaving)"", 'Chrisette Michele']"
"['Fade Into You', 'Sam Palladio & Clare Bowen']"
"['F**k That Check Up', 'Meek Mill Featuring Lil Uzi Vert']"
"['Misery', 'Soul Asylum']"
"['Change', 'J. Cole']"
"['Young, Wild & Free', 'Snoop Dogg & Wiz Khalifa Featuring Bruno Mars']"
"['StarStruck', 'Christopher Wilde']"
"['Can I Stay With You', 'Karyn White']"
"['U Make Me Wanna', 'Jadakiss Featuring Mariah Carey']"
"['Kiss You', 'One Direction']"
"['Youth', 'Shawn Mendes Featuring Khalid']"
"['Help Somebody', 'Van Zant']"
"[""Love's Taken Over"", 'Chante Moore']"
"['(Do You) Wanna Ride', 'Reel Tight']"
"['Waterfalls', 'TLC']"
"['More Than Ever', 'Nelson']"
"[""I Can't Unlove You"", 'Kenny Rogers']"
"[""If It's Love"", 'Train']"
"['You All Dat', 'Baha Men With Imani Coppola']"
"['Holy Grail', 'Jay Z Featuring Justin Timberlake']"
"['Krazy', 'Blackgirl']"
"['Record Year', 'Eric Church']"
"['Tremor Christ/Spin The Black Circle', 'Pearl Jam']"
"['Watching You', 'Rodney Atkins']"
"['Where I Wanna Be', 'Donell Jones']"
"['New Romantics', 'Taylor Swift']"
"['Man On The Moon', 'R.E.M.']"
"['Riptide', 'Vance Joy']"
"['Ghetto Girls', 'Lil Bow Wow']"
"['Something In Your Mouth', 'Nickelback']"
"['Pretending', 'Eric Clapton']"
"['Same Damn Time', 'Future']"
"['Rock Steady', 'Bonnie Raitt With Bryan Adams']"
"['Sugar Cane', 'Spacemonkeyz']"
"['Since U Been Gone', 'Kelly Clarkson']"
"['Prayer In C', 'Lillywood & Robin Schulz']"
"['Blaze Of Glory (From ""Young Guns II"")', 'Jon Bon Jovi']"
"['One Week', 'Barenaked Ladies']"
"['IDGAF', 'Dua Lipa']"
"['Where Are You Going', 'Dave Matthews Band']"
"['Addams Family (Whoomp!)', 'Tag Team']"
"['Hustle Hard', 'Ace Hood']"
"['More Than Words', 'Frankie J']"
"['So Many Girls', 'DJ Drama Featuring Wale, Tyga & Roscoe Dash']"
"['Be Yourself', 'Audioslave']"
"['Born To Fly', 'Sara Evans']"
"['Unbreakable', 'Alicia Keys']"
"['East 1999', 'Bone Thugs-N-Harmony']"
"['Prom Queen', 'Lil Wayne Featuring Shanell AKA SNL']"
"['Day + Night', 'Isyss Featuring Jadakiss']"
"['Stay Forever', 'Joey Lawrence']"
"['Low', 'Flo Rida Featuring T-Pain']"
"['The A Team', 'Ed Sheeran']"
"['Singles You Up', 'Jordan Davis']"
"['Shake Up Christmas', 'Train']"
"['Dangerous', 'Ying Yang Twins Featuring Wyclef']"
"[""That's All She Wrote"", 'T.I. Featuring Eminem']"
"[""Real Muthaphuckkin G's"", 'Eazy-E']"
"['Hot N Cold', 'Katy Perry']"
"['U Understand', 'Juvenile']"
"['Handlebars', 'Flobots']"
"['Fresh Eyes', 'Andy Grammer']"
"[""Don't Quit"", 'DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih']"
"[""Who's That Girl?"", 'Eve']"
"[""I'd Rather Be Alone"", 'IV Xample']"
"['All The Way Turnt Up', ""Roscoe Dash Featuring Soulja Boy Tell'em""]"
"['Big Bank', 'YG Featuring 2 Chainz, Big Sean & Nicki Minaj']"
"['Make A Movie', 'Twista Featuring Chris Brown']"
"['Broken', 'lovelytheband']"
"[""What's Luv?"", 'Fat Joe Featuring Ashanti']"
"['To The Moon And Back', 'Savage Garden']"
"['Bring Em Out', 'T.I.']"
"['Out Of My Head', 'Lupe Fiasco Featuring Trey Songz']"
"['Bartender', 'T-Pain Featuring Akon']"
"['Love Me Now', 'John Legend']"
"['Clock Strikes', 'Timbaland & Magoo']"
"['Hate Me', 'Blue October']"
"['If You Leave Me Now', 'Jaya']"
"['Blue Tacoma', 'Russell Dickerson']"
"['Jerk Out', 'The Time']"
"['Every Road Leads Back To You', 'Bette Midler']"
"['There You Are', 'Martina McBride']"
"['One Step Closer', 'Linkin Park']"
"['Rockstar', 'Post Malone Featuring 21 Savage']"
"['Luv Me, Luv Me', 'Shaggy Featuring Janet']"
"['Wanted', 'Hunter Hayes']"
"['Chariot', 'Gavin DeGraw']"
"['Definition', 'Mos Def & Kweli Are Black Star']"
"['Always On Time', 'Ja Rule Featuring Ashanti']"
"['No Matter What', 'George LaMond (Duet With Brenda K. Starr)']"
"['Save The Best For Last', 'Vanessa Williams']"
"['Last Shot', 'Kip Moore']"
"['Lips Of An Angel', 'Hinder']"
"['Hold Me', 'Brian McKnight Featuring Tone & Kobe Bryant']"
"['From A Table Away', 'Sunny Sweeney']"
"['Send It On', ""Disney's Friends For Change""]"
"['Another You, Another Me', 'Brady Seals']"
"['Conqueror', 'Empire Cast Featuring Estelle & Jussie Smollett']"
"['Hopelessly', 'Rick Astley']"
"['Universal Mind Control', 'Common Featuring Pharrell']"
"['The Power Of Love', 'Celine Dion']"
"['Ninety Nine [Flash The Message]', 'John Forte']"
"['Accidental Racist', 'Brad Paisley Featuring LL Cool J']"
"['New Rules', 'Dua Lipa']"
"['Everytime Tha Beat Drop', 'Monica Featuring Dem Franchize Boyz']"
"[""Shuttin' Detroit Down"", 'John Rich']"
"['Jump Right In', 'Zac Brown Band']"
"[""Cruisin' For A Bruisin'"", 'Ross Lynch, Grace Phipps And Jason Evigan']"
"['Let Love Rule', 'Lenny Kravitz']"
"['If I Could', 'Regina Belle']"
"['When She Cries', 'Restless Heart']"
"['Galway Girl', 'Ed Sheeran']"
"['Lost In Your Eyes', 'The Jeff Healey Band']"
"[""I'm A Slave 4 U"", 'Britney Spears']"
"['Breakdown', 'Seduction']"
"['Lick It', 'Roula']"
"['Truth Is', 'Fantasia']"
"['Let Me Love You', 'Mario']"
"['Single Ladies (Put A Ring On It)', 'Beyonce']"
"['Bleed It Out', 'Linkin Park']"
"['Ghost Town', 'Adam Lambert']"
"['What Do You Say', 'Reba']"
"[""Runnin'"", '2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch']"
"['You Changed Me', 'Jamie Foxx Featuring Chris Brown']"
"[""Sissy's Song"", 'Alan Jackson']"
"['Believe', 'Elton John']"
"['Joey', 'Sugarland']"
"['Closer', 'Tegan And Sara']"
"[""What's Your Fantasy"", 'Ludacris Featuring Shawnna']"
"['Neighbors Know My Name', 'Trey Songz']"
"['Right By My Side', 'Nicki Minaj Featuring Chris Brown']"
"['Somebody To Love', 'Jordan Smith']"
"['Under Pressure', 'The Used And My Chemical Romance']"
"[""You Shouldn't Kiss Me Like This"", 'Toby Keith']"
"['Swimming Pools (Drank)', 'Kendrick Lamar']"
"['I Was Jack (You Were Diane)', 'Jake Owen']"
"['Miss California', 'Dante Thomas Featuring Pras']"
"['Time For Letting Go', 'Jude Cole']"
"['Take It Off', 'Ke$ha']"
"['Shawty', 'Plies Featuring T-Pain']"
"['Fool For Your Loving', 'Whitesnake']"
"['Mockingbird', 'Eminem']"
"['B.Y.O.B.', 'System Of A Down']"
"[""I'll Be There For You/You're All I Need To Get By"", 'Method Man Featuring Mary J. Blige']"
"['The Streets', 'WC Featuring Nate Dogg']"
"['Too Much Of A Good Thing', 'Alan Jackson']"
"[""Here's To The Night"", 'Eve 6']"
"['Confession', 'Florida Georgia Line']"
"[""I Don't Want This Night To End"", 'Luke Bryan']"
"['Hold On', 'Jamie Walters']"
"['Accidentally In Love', 'Counting Crows']"
"['Let\'s Go Through The Motions (From ""Who\'s The Man?"")', 'Jodeci']"
"['Empire State Of Mind', 'Glee Cast']"
"['Tell Me Why', 'Wynonna']"
"[""Biological Didn't Bother"", ""Shaquille O'Neal""]"
"['Celebration/Take Your Chance', 'Fun Factory']"
"['Into The Night', 'Santana Featuring Chad Kroeger']"
"['Good Time', 'Alan Jackson']"
"['Uber Everywhere', 'MadeinTYO']"
"['Rockstar 101', 'Rihanna Featuring Slash']"
"['Made In America', 'Toby Keith']"
"['Get Up', 'Amel Larrieux']"
"['Love Never Felt So Good', 'Michael Jackson & Justin Timberlake']"
"['On The Way Up', 'Elisa Fiorillo']"
"['Swing The Mood', 'Jive Bunny & The Mastermixers']"
"['Stop The World', 'Extreme']"
"['No Matter What They Say', ""Lil' Kim""]"
"[""Wavin' Flag"", ""K'Naan""]"
"[""Downtown's Dead"", 'Sam Hunt']"
"['Lost Without U', 'Chris Jamison & Adam Levine']"
"['7/11', 'Beyonce']"
"['Live From The Gutter', 'Drake & Future']"
"[""Poppin'"", 'Chris Brown Featuring Jay Biz']"
"['Pictures Of You', 'The Last Goodnight']"
"['To Make You Feel My Love', 'Billy Joel']"
"['Blackout', 'Breathe Carolina']"
"[""Love Don't Die"", 'The Fray']"
"[""Chante's Got A Man"", 'Chante Moore']"
"['Discotheque', 'U2']"
"[""Still Po' Pimpin'"", 'Do Or Die Featuring Johnny P & Twista']"
"[""Can't Hold Us Down"", ""Christina Aguilera Featuring Lil' Kim""]"
"['La La Land', 'Demi Lovato']"
"[""I'm Goin' Down"", 'Mary J. Blige']"
"[""You Don't Have To Go Home Tonight"", 'The Triplets']"
"[""It's Gonna Be A Lovely Day"", 'The S.O.U.L. S.Y.S.T.E.M.']"
"[""It's Okay (One Blood)"", 'The Game Featuring Junior Reid']"
"['El Perdon (Forgiveness)', 'Nicky Jam & Enrique Iglesias']"
"['Who Said I Would', 'Phil Collins']"
"['Paint Me A Birmingham', 'Tracy Lawrence']"
"['Fulton St.', 'Leschea']"
"['Time, Love And Tenderness', 'Michael Bolton']"
"['I Want You', 'Jody Watley']"
"['Anything But Mine', 'Kenny Chesney']"
"['Wishing On The Same Star', 'Keedy']"
"[""Let's Get Rocked"", 'Def Leppard']"
"['Falls On Me', 'Fuel']"
"['Higher Ground', 'UB40']"
"['Dey Know', 'Shawty Lo']"
"['Return Of The Mack', 'Mark Morrison']"
"['Naked', 'Marques Houston']"
"[""It's So Hard To Say Goodbye To Yesterday"", 'Boyz II Men']"
"['I Kissed A Girl', 'Jill Sobule']"
"['Stuck', 'Stacie Orrico']"
"['Shiftwork', 'Kenny Chesney Duet With George Strait']"
"[""If That's Your Boyfriend (He Wasn't Last Night)"", 'MeShell Ndegeocello']"
"['Gonna Wanna Tonight', 'Chase Rice']"
"[""Everybody's Free (To Wear Sunscreen)"", 'Baz Luhrmann']"
"['All The Right Moves', 'OneRepublic']"
"['LoveGame', 'Lady Gaga']"
"['No Hands', 'Waka Flocka Flame Featuring Roscoe Dash & Wale']"
"[""Doin' Time"", 'Sublime']"
"['Trust', 'Keyshia Cole Duet With Monica']"
"[""Drinkin' Too Much"", 'Sam Hunt']"
"['Elevate My Mind', ""Stereo MC's""]"
"[""That's What I Like"", 'Jive Bunny & The Mastermixers']"
"['Let Me Be The One', 'Blessid Union Of Souls']"
"['Up All Night', 'Jon Pardi']"
"['I Luv Your Girl', 'The-Dream']"
"['BAD!', 'XXXTENTACION']"
"['Beer Money', 'Kip Moore']"
"['Sooner Or Later', 'Breaking Benjamin']"
"[""Dur Dur D'etre BeBe! (It's Tough To Be A Baby)"", 'Jordy']"
"['Red Roses', 'Lil Skies Featuring Landon Cube']"
"['Stupid Girls', 'P!nk']"
"[""I'm In Luv"", 'Joe']"
"[""It's The Most Wonderful Time Of The Year"", 'Andy Williams']"
"['Spending My Time', 'Roxette']"
"['Love You', 'Jack Ingram']"
"['Rhythm Of My Heart', 'Rod Stewart']"
"['Justify My Love', 'Madonna']"
"['Southern Girl', 'Tim McGraw']"
"['Always Tomorrow', 'Gloria Estefan']"
"['Everything About You', 'Ugly Kid Joe']"
"['So Seductive', 'Tony Yayo Featuring 50 Cent']"
"[""You'll See"", 'Madonna']"
"[""Bia' Bia'"", 'Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte']"
"['Uproar', 'Lil Wayne']"
"['Va Va Voom', 'Nicki Minaj']"
"['Did I Shave My Legs For This?', 'Deana Carter']"
"['You Know My Steez', 'Gang Starr']"
"['Sound Of Madness', 'Shinedown']"
"['Unbelievable', 'Diamond Rio']"
"[""It's So Hard"", 'Big Punisher Featuring Donell Jones']"
"['No Guns, No Murder', 'Rayvon']"
"['Guilty (From ""Seven"")', 'Gravity Kills']"
"['Splash Waterfalls', 'Ludacris']"
"['The Ketchup Song (Hey Hah)', 'Las Ketchup']"
"['Count On Me (From ""Waiting To Exhale"")', 'Whitney Houston & CeCe Winans']"
"['Dream Boy/Dream Girl', 'Cynthia & Johnny O']"
"['These Are The Times', 'Dru Hill']"
"['Big Yellow Taxi', 'Counting Crows Featuring Vanessa Carlton']"
"['On A Night Like This', 'Trick Pony']"
"['Cut Her Off', 'KCamp Featuring 2 Chainz']"
"['Animal I Have Become', 'Three Days Grace']"
"['4 My Town (Play Ball)', 'Birdman Featuring Drake & Lil Wayne']"
"[""Biscuit's In The House"", 'Biscuit']"
"['Easy', 'Faith No More']"
"['Anything (From ""Above The Rim"")', 'SWV']"
"[""Gettin' Jiggy Wit It"", 'Will Smith']"
"['Gonna Catch You (From ""Cool As Ice"")', 'Lonnie Gordon']"
"['Stay Fly', 'Three 6 Mafia Featuring Young Buck & Eightball & MJG']"
"['Love And Emotion', 'Stevie B']"
"['Dare To Fall In Love', 'Brent Bourgeois']"
"[""They Don't Care About Us"", 'Michael Jackson']"
"['Your Body Is A Wonderland', 'John Mayer']"
"['Separated', 'Avant']"
"['Gangstas Make The World Go Round', 'Westside Connection']"
"['Notice Me', 'Migos Featuring Post Malone']"
"['Balla Baby', 'Chingy']"
"['Tuck Me In', 'Kimberly Scott']"
"[""Sittin' On Top Of The World"", 'Da Brat']"
"['At The Stars', 'Better Than Ezra']"
"['I Wanna Go', 'Britney Spears']"
"[""Ridin' Low"", 'L.A.D.']"
"[""What's Left Of Me"", 'Nick Lachey']"
"['Have You Seen Her', 'M.C. Hammer']"
"[""A Woman's Worth"", 'Alicia Keys']"
"[""Feelin' Myself"", 'will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard']"
"['Girl In A Country Song', 'Maddie & Tae']"
"['To The World', 'Kanye West, R. Kelly']"
"[""I Wish I Wasn't"", 'Heather Headley']"
"[""Don't Take The Girl"", 'Tim McGraw']"
"['Down For Yours', 'Nastyboy Klick Featuring Roger Troutman']"
"['Feedback', 'Janet']"
"['Hush Hush', 'The Pussycat Dolls Featuring Nicole Scherzinger']"
"['Eyes Open', 'Taylor Swift']"
"['Bring Out The Freak In You', 'Lil Rob']"
"['The Song Remembers When', 'Trisha Yearwood']"
"['Got Money', 'Lil Wayne Featuring T-Pain']"
"['Molly (Sixteen Candles)', 'Sponge']"
"['Draco', 'Future']"
"[""How Do I Say I'm Sorry"", 'Tami Davis']"
"['Jump Around', 'House Of Pain']"
"['You Look Good', 'Lady Antebellum']"
"[""That's What Love Is For"", 'Amy Grant']"
"['Blurred Lines', 'Robin Thicke Featuring T.I. + Pharrell']"
"['Foe Tha Love Of $', 'Bone Thugs-N-Harmony Featuring Eazy-E']"
"['XO', 'Beyonce']"
"['Lazarus', 'David Bowie']"
"[""93 'til Infinity"", 'Souls Of Mischief']"
"[""Everything You Do (You're Sexing Me)"", 'Fiona (Duet With Kip Winger)']"
"['Number One', 'R. Kelly Featuring Keri Hilson']"
"['Backwater', 'Meat Puppets']"
"[""Where'd You Go"", 'Fort Minor Featuring Holly Brook']"
"['Waiting For Wednesday', 'Lisa Loeb & Nine Stories']"
"['Cannonball', 'The Breeders']"
"[""I'm In Miami Trick"", 'LMFAO']"
"[""Can't Leave 'Em Alone"", 'Ciara Featuring 50 Cent']"
"['Yah.', 'Kendrick Lamar']"
"['FEFE', '6ix9ine Featuring Nicki Minaj & Murda Beatz']"
"[""Love The One You're With/Going In Circles"", 'Luther Vandross']"
"['Gotta Have You (From ""Jungle Fever"")', 'Stevie Wonder']"
