title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections,hit
Once In A Lifetime,Keith Urban,73,0.616,0.837,0,-5.266,1,0.0472,0.0592,0.00994,0.482,0.62,132.012,353813,4,47.09772,15,1
Even If It Breaks Your Heart,Eli Young Band,64,0.667,0.527,0,-4.6,1,0.0277,0.000159,0.0117,0.0969,0.664,104.032,220520,4,30.72872,9,1
Made You Look,Nas,73,0.658,0.936,5,-5.105,0,0.3,0.172,0,0.321,0.711,95.439,203000,4,22.97479,11,1
Won’t Go Home Without You (In The Style Of Maroon 5),Karaoke - Ameritz,28,0.592,0.179,5,-16.921,0,0.2,1.80E-05,0.886,0.104,0.654,110.017,246453,4,20.22184,15,1
My Old Man,Zac Brown Band,73,0.64,0.196,4,-11.478,1,0.0267,0.819,3.63E-05,0.0978,0.301,143.919,227222,4,33.28357,11,1
I’m Just Gettin' Blowed,Devin The Dude,56,0.488,0.721,1,-4.406,0,0.316,0.231,2.70E-05,0.114,0.708,82.558,265720,4,40.31173,11,1
Gives You Hell,The All-American Rejects,68,0.714,0.725,4,-6.411,1,0.0402,0.0156,0,0.0726,0.59,99.988,213107,4,48.82441,9,1
Walked Outta Heaven,Jagged Edge,63,0.67,0.616,10,-6.123,1,0.225,0.573,0,0.0535,0.523,120.129,270880,4,33.72914,13,1
Over It,Katharine McPhee,51,0.462,0.801,8,-4.191,1,0.0664,0.0415,0,0.0523,0.491,84.541,215200,4,65.03856,6,1
Love All Over Me,Monica,63,0.514,0.628,4,-5.661,0,0.0451,0.546,0,0.161,0.422,129.539,229947,4,34.94924,11,1
Daylight,Matt and Kim,59,0.363,0.802,9,-4.881,1,0.0394,0.0976,0.000356,0.167,0.65,101.31,171333,4,62.08327,7,1
What Am I Gonna Do,Tyrese,58,0.69,0.475,10,-4.702,0,0.052,0.275,0,0.0951,0.536,145.597,280000,4,40.01115,17,1
Fastest Girl in Town,Miranda Lambert,67,0.541,0.911,1,-3.6,0,0.0631,0.0205,0.00155,0.275,0.563,145.057,197600,4,41.30092,12,1
Cannonball,The Breeders,54,0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.508,213693,4,44.36302,8,1
Jumper - 1998 Edit,Third Eye Blind,67,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00193,0.291,0.624,91.105,272973,4,25.96938,10,1
Chicken Noodle Soup,Dreezy,62,0.642,0.608,10,-6.593,0,0.375,0.0158,0,0.441,0.327,125.687,132801,1,64.73069,4,1
Groove Is In The Heart,Deee-Lite,54,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787,4,87.63952,6,1
Save Me,Shinedown,73,0.524,0.816,11,-3.49,0,0.0308,0.00044,0,0.0777,0.252,116.026,213933,4,33.76876,8,1
Break You Off,The Roots,62,0.546,0.71,11,-8.22,0,0.127,0.056,0.19,0.111,0.268,165.544,447440,4,107.44671,11,1
In My Daughter's Eyes,Martina McBride,58,0.268,0.286,8,-8.12,1,0.0343,0.876,0,0.117,0.407,84.426,194760,3,27.43446,9,1
Ima Boss - feat. Rick Ross,Meek Mill,86,0.37,0.87,5,-2.09,1,0.271,0.0415,0,0.604,0.331,79.092,250240,4,28.48002,13,1
Just Can’t Get Enough,The Black Eyed Peas,77,0.483,0.648,0,-8.651,0,0.327,0.187,0,0.0812,0.242,93.939,219427,4,31.28321,10,1
Nobody's Lonely Tonight,Chris Stapleton,75,0.551,0.0854,4,-16.404,1,0.0302,0.795,0.0024,0.109,0.251,134.073,206520,3,44.88033,13,1
Sandstorm - Radio Edit,Darude,60,0.539,0.98,11,-8.18,0,0.0469,0.169,0.982,0.084,0.522,136.087,225373,4,31.18651,7,1
You & I,One Direction,82,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,237933,4,37.90808,11,1
Space Oddity - 2015 Remastered Version,David Bowie,80,0.299,0.443,0,-12.621,1,0.0346,0.0748,0.000138,0.177,0.434,139.539,318813,4,29.11265,14,1
Dance with Somebody,Iron Savior,43,0.409,0.965,2,-3.567,0,0.0814,0.000779,0.433,0.182,0.361,149.96,234987,4,42.8218,9,1
I Wasn't With It,Jesse Powell,35,0.789,0.612,0,-6.453,1,0.0766,0.0348,0.0187,0.0332,0.887,79.905,261600,4,87.51577,11,1
You’re Welcome,Wavves,52,0.539,0.627,2,-5.412,1,0.0647,0.000378,6.34E-05,0.101,0.219,115.299,180533,4,32.63499,6,1
Africa,Weezer,76,0.5,0.77,8,-5.059,1,0.0432,0.238,0.00636,0.104,0.633,92.223,238148,4,14.94901,12,1
Take My Breath Away,Jessica Simpson,54,0.568,0.607,7,-6.006,1,0.0271,0.252,0,0.25,0.405,99.692,195347,4,50.09753,8,1
Wasted (feat. Lil Uzi Vert),Juice WRLD,91,0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,258475,4,40.37675,14,1
Missing You,Case,57,0.616,0.552,1,-7.405,0,0.0439,0.283,0,0.0437,0.774,86.299,284760,4,24.17461,9,1
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,81,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,190453,4,35.4714,12,1
Darte un Beso,Prince Royce,81,0.757,0.711,1,-4.643,0,0.0349,0.36,0,0.121,0.817,139.962,206933,4,29.21536,11,1
Good Girl,Carrie Underwood,72,0.617,0.839,0,-2.849,0,0.0655,0.0286,0,0.19,0.741,128.91,205560,4,41.80719,11,1
Please Don't Go,K.W.S.,25,0.725,0.954,8,-7.234,1,0.0375,0.0437,0.0857,0.132,0.594,120.248,373600,4,33.30201,14,1
When The Sun Goes Down,Arctic Monkeys,83,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,202133,4,53.30845,9,1
El Trago (The Drink) - Davide Svezza Remix,2 In A Room,25,0.814,0.938,6,-5.557,0,0.0847,0.000703,0.415,0.801,0.576,125.008,334304,4,35.35136,10,1
Who I Am,Jessica Andrews,40,0.419,0.671,7,-5.364,1,0.0312,0.0125,0,0.115,0.311,83.908,255234,4,19.14346,9,1
Angel In Disguise,Earl Thomas Conley,46,0.582,0.367,10,-13.755,1,0.0272,0.471,2.03E-05,0.221,0.38,111.705,235227,4,44.6083,9,1
Homegrown,Zac Brown Band,73,0.717,0.796,6,-3.677,1,0.0303,0.0189,8.94E-05,0.19,0.942,105.017,205000,4,22.99797,10,1
Brand New Girlfriend,Steve Holy,43,0.669,0.861,2,-3.547,1,0.0929,0.0273,0,0.0586,0.72,133.82,220187,4,22.34716,10,1
wonderful,Travis Scott,93,0.769,0.569,1,-5.591,0,0.0786,0.0737,0,0.0571,0.612,146.062,216946,4,55.51647,11,1
Alejandro,Lady Gaga,89,0.632,0.789,11,-6.61,0,0.0557,0.00043,0.00144,0.356,0.35,98.986,274213,4,25.21706,9,1
Luxurious,Gwen Stefani,72,0.813,0.724,0,-3.987,1,0.0738,0.133,0,0.114,0.688,131.05,264920,4,31.35778,13,1
With Arms Wide Open,Creed,67,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,274800,4,19.16953,11,1
Not A Day Goes By,Lonestar,60,0.53,0.305,6,-8.568,1,0.028,0.492,0,0.137,0.221,127.318,248040,4,55.66471,10,1
All Lips 'N' Hips,Electric Boys,34,0.561,0.927,7,-9.808,1,0.0586,0.0886,0.0133,0.343,0.11,93.209,264827,4,44.58498,7,1
Heart Attack,Trey Songz,78,0.608,0.863,11,-4.87,1,0.131,0.0593,0,0.228,0.476,150.029,233147,4,23.08755,9,1
Pound The Alarm,Nicki Minaj,91,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.26E-06,0.0241,0.591,125.054,205640,4,42.5867,10,1
bury a friend,Billie Eilish,92,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,42.27109,9,1
Thank You,Boyz II Men,68,0.681,0.704,10,-9.002,0,0.091,0.0197,0,0.0245,0.924,95.127,275200,4,25.4435,11,1
Every Time I Hear That Song,Blake Shelton,72,0.523,0.725,2,-5.448,1,0.0339,0.0558,6.96E-06,0.0937,0.528,155.855,214800,4,24.84958,8,1
Lucky You (feat. Joyner Lucas),Eminem,92,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4,38.08822,11,1
Party On Fifth Ave.,Mac Miller,83,0.594,0.823,9,-5.21,1,0.332,0.0635,0,0.095,0.663,97.101,173516,4,21.18371,8,1
You’ve Got a Way of Bringing Me Down,Coaches,1,0.253,0.777,5,-14.08,0,0.114,0.00129,0.0156,0.456,0.0967,124.867,258636,4,133.45643,8,1
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,73,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41E-06,0.095,0.61,90.987,203173,4,61.51888,7,1
Waiting For The End,Linkin Park,84,0.487,0.961,4,-4.139,1,0.132,0.0415,1.15E-06,0.553,0.323,170.005,231680,4,45.95938,10,1
Stricken,Disturbed,77,0.404,0.969,8,-2.938,1,0.195,8.51E-05,0.0114,0.268,0.29,173.878,245227,4,41.89281,11,1
Síguelo Bailando,Ozuna,94,0.855,0.664,9,-7.11,0,0.0607,0.165,3.97E-05,0.0937,0.626,98.015,226800,4,33.19152,11,1
Bag Lady,Erykah Badu,67,0.724,0.416,5,-8.964,0,0.0841,0.365,0,0.0969,0.578,151.181,348893,4,38.23039,15,1
Gold,Britt Nicole,58,0.65,0.819,8,-3.389,1,0.031,0.0266,0,0.348,0.895,95.958,179334,4,62.36964,7,1
The Weekend,Brantley Gilbert,68,0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64E-06,0.0829,0.692,81.992,187760,4,26.31693,8,1
This One's for the Children,New Kids On The Block,58,0.594,0.421,7,-13.707,0,0.0312,0.198,0,0.0832,0.637,74.041,238467,4,139.26054,5,1
Have A Heart,Bonnie Raitt,58,0.717,0.269,8,-15.357,1,0.0378,0.485,5.79E-05,0.0466,0.432,67.726,289971,4,50.26859,13,1
3,Britney Spears,79,0.697,0.709,5,-1.917,0,0.0455,0.0452,0,0.138,0.787,134.91,213173,4,42.2507,9,1
How Do You Like It? Part 1,Keith Sweat,60,0.798,0.646,1,-6.24,0,0.0947,0.0056,4.78E-06,0.0711,0.669,94.699,273693,4,31.7937,10,1
All The Small Things,blink-182,78,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,168000,4,46.1374,8,1
Kings And Queens,Thirty Seconds To Mars,71,0.293,0.816,8,-5.432,1,0.0844,0.0401,2.95E-05,0.13,0.148,164.982,347667,4,35.45213,11,1
Take You There,Pete Rock & C.L. Smooth,52,0.746,0.516,7,-10.643,1,0.246,0.0371,0.000736,0.228,0.565,94.955,284533,4,23.67054,11,1
Friday I’m In Love - Recorded at Spotify Studios NYC,Phoebe Bridgers,70,0.373,0.123,7,-15.193,1,0.0407,0.948,0,0.0816,0.138,97.129,220813,4,42.36163,10,1
Mockingbird,Eminem,92,0.592,0.678,4,-4.411,0,0.248,0.242,0,0.182,0.208,83.976,250760,4,59.15236,8,1
Tipsy - Radio Mix,J-Kwon,56,0.925,0.748,11,-5.572,0,0.278,0.0484,0,0.101,0.615,92.978,243027,4,39.11102,12,1
I Luh Ya Papi,Jennifer Lopez,77,0.731,0.74,8,-6.307,1,0.448,0.449,0,0.13,0.589,96.015,207133,4,46.51584,8,1
So Sexy Chapter II (Like This) [feat. R. Kelly],Twista,66,0.597,0.676,2,-6.019,1,0.127,0.321,0,0.127,0.507,117.967,244160,4,42.08113,14,1
Incomplete,Sisqo,57,0.75,0.446,1,-8.059,0,0.0759,0.282,0,0.119,0.291,119.489,274227,4,47.27156,16,1
Tattoo,Jordin Sparks,66,0.566,0.766,2,-5.036,1,0.0399,0.431,0,0.101,0.547,168.005,233467,4,38.62764,9,1
Romeo - Radio Edit,Dino,26,0.673,0.885,7,-6.791,0,0.0879,0.0759,1.02E-05,0.141,0.897,108.229,256733,4,78.79242,8,1
Everyday - 2015 Remastered,Phil Collins,76,0.701,0.469,3,-9.63,1,0.0305,0.534,0.00105,0.121,0.384,94.699,343893,4,23.3007,13,1
Red Nose,Sage The Gemini,68,0.856,0.469,11,-5.708,0,0.133,0.435,0,0.232,0.75,97.549,193200,4,31.93807,11,1
Work To Do,Vanessa Williams,55,0.765,0.668,0,-12.014,1,0.0603,0.054,3.15E-05,0.152,0.677,93.131,276533,4,66.73358,13,1
Better Life,Keith Urban,73,0.62,0.822,2,-3.546,1,0.0379,0.0374,1.60E-05,0.0298,0.786,104.95,283560,4,36.27381,8,1
The Time of My Life,David Cook,45,0.414,0.578,8,-6.383,1,0.0287,0.0541,0,0.124,0.281,154.96,216147,3,36.6866,9,1
Hit It Again,Texas Hippie Coalition,42,0.563,0.817,0,-4.75,0,0.0504,0.00111,0,0.303,0.477,124.196,436939,4,45.25949,15,1
Never Needed No Help,Lil Baby,89,0.713,0.495,5,-6.885,0,0.11,0.0467,0,0.215,0.426,130.044,195635,4,30.04939,8,1
Young,Kenny Chesney,72,0.673,0.818,9,-6.182,1,0.0354,0.0249,0,0.292,0.638,125.753,235707,4,29.27751,13,1
The Cure,Lady Gaga,89,0.697,0.506,8,-4.863,1,0.0325,0.0792,0,0.0893,0.516,100.002,211364,4,28.01166,12,1
Lose My Breath,Destiny's Child,74,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4,35.78935,11,1
Let Me Be The One,Blessid Union Of Souls,43,0.562,0.799,7,-8.958,1,0.0463,0.095,2.25E-05,0.217,0.425,88.032,278333,4,77.91711,7,1
Whatcha Gone Do?,Link,25,0.765,0.613,11,-7.935,1,0.0319,0.171,2.19E-05,0.163,0.937,93.811,259162,4,32.65842,12,1
Temple of Love - 1992,Sisters of Mercy,51,0.451,0.931,9,-7.442,1,0.0413,0.0776,0.208,0.164,0.652,166.301,488012,4,69.71628,16,1
Redneck Woman,Gretchen Wilson,53,0.51,0.847,11,-4.622,1,0.087,0.105,0,0.691,0.74,184.942,215920,4,53.01538,9,1
A Guy Walks Into a Bar,Tyler Farr,59,0.428,0.78,0,-3.472,1,0.0373,0.083,0,0.115,0.431,147.986,196000,4,39.22726,8,1
Slow Down Love (feat. Chelsea Cutler),Louis The Child,70,0.618,0.59,11,-7.751,0,0.359,0.559,3.42E-05,0.208,0.285,127.275,157891,4,45.42408,8,1
Explosions,Ellie Goulding,83,0.378,0.53,5,-6.676,1,0.0304,0.721,0,0.328,0.146,95.977,243886,4,32.23205,11,1
Faithful,Phora,68,0.532,0.537,11,-10.869,1,0.386,0.695,0,0.129,0.338,117.266,180016,4,66.90046,5,1
Heartache On The Dance Floor,Jon Pardi,70,0.594,0.824,9,-4.252,1,0.0458,0.0617,0,0.0861,0.671,116.005,205200,4,52.974,8,1
Here Tonight,Brett Young,72,0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,216533,4,70.91806,8,1
True Love,P!nk,81,0.457,0.823,9,-4.76,1,0.311,0.00144,0,0.108,0.578,192.205,230733,4,46.69976,8,1
Captain Save A Hoe,E-40,71,0.8,0.336,7,-19.552,1,0.252,0.0579,0,0.223,0.538,82.996,288298,4,54.28599,12,1
Baby Mama,Fantasia,58,0.658,0.713,9,-6.83,1,0.0716,0.062,0,0.0402,0.447,81.98,255787,4,47.32172,9,1
Geronimo,Sheppard,61,0.712,0.763,7,-6.254,1,0.0867,0.477,0.00118,0.114,0.503,142.031,218228,4,22.19037,11,1
Brooklyn Zoo,Ol' Dirty Bastard,62,0.704,0.701,2,-8.031,1,0.46,0.549,0,0.664,0.618,92.032,217507,4,52.70197,9,1
Dear Lie,TLC,71,0.548,0.444,0,-8.734,1,0.0293,0.0376,0,0.179,0.243,173.834,310760,4,38.79291,14,1
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,82,0.613,0.6,8,-7.097,1,0.154,0.166,0,0.117,0.532,147.059,223543,4,66.34127,10,1
What Is Going On,P.R.,23,0.615,0.908,9,-8.928,1,0.186,0.155,1.90E-05,0.156,0.515,90.131,184007,4,76.27834,6,1
Second Chance,Shinedown,73,0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,222067,4,33.51396,10,1
Ruin My Life,Zara Larsson,82,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,22.48781,13,1
Cookie Jar,Doja Cat,62,0.722,0.864,0,-3.317,1,0.107,0.00324,0,0.164,0.466,148.025,199440,4,33.28184,8,1
Set The Night To Music - Duet With Maxi Priest,Roberta Flack with Maxi Priest,19,0.678,0.37,5,-16.073,1,0.0301,0.38,3.50E-05,0.128,0.622,121.595,323880,4,28.97778,13,1
If Something Should Happen,Darryl Worley,50,0.55,0.594,4,-8.51,1,0.0374,0.251,1.07E-06,0.0677,0.282,159.091,279560,4,44.14193,12,1
Ride Across the River,Dire Straits,75,0.569,0.302,4,-14.133,0,0.0412,0.841,0.159,0.0645,0.643,142.832,417907,4,34.11322,20,1
Under The Bridge,Red Hot Chili Peppers,84,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307,4,58.74428,10,1
I Don't Care - Single Version,Fall Out Boy,82,0.521,0.936,6,-3.532,0,0.0676,0.00166,1.51E-05,0.656,0.505,133.973,214493,4,38.96793,9,1
Be Like That,3 Doors Down,72,0.487,0.702,7,-6.043,1,0.0238,0.00536,4.93E-06,0.129,0.306,95.973,265907,4,40.90351,11,1
Does Anybody Really Fall in Love Anymore,Kane Roberts,28,0.38,0.657,5,-8.379,1,0.0329,0.0537,0.000239,0.0808,0.547,176.676,265430,4,27.8696,11,1
Goin' Crazy,Natalie,39,0.601,0.544,1,-7.351,1,0.0252,0.673,0.0086,0.0796,0.3,105.941,294093,4,35.44956,14,1
I Don’t Wanna Lose You,Vanness,5,0.704,0.88,11,-4.236,0,0.0307,0.0169,0,0.0862,0.447,121.983,270987,4,32.28675,10,1
Come with Me Now,KONGOS,59,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35E-05,0.0618,0.728,103.987,211960,4,19.44797,12,1
Drinkin' Too Much,Sam Hunt,72,0.417,0.394,1,-9.412,1,0.0513,0.855,0,0.0971,0.125,138.525,231493,4,43.40903,10,1
Come Over,Kenny Chesney,72,0.466,0.704,1,-7.169,1,0.0353,0.1,2.71E-05,0.0744,0.481,176.043,248427,4,24.41718,14,1
Love Song,Tesla,56,0.354,0.326,7,-9.841,1,0.0356,0.359,0.0271,0.104,0.315,165.882,323360,4,35.96802,14,1
You Rock My World,Michael Jackson,84,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95,337733,4,32.92256,9,1
Elevate My Mind,Stereo MC's,48,0.844,0.593,9,-14.885,1,0.0602,0.145,0.571,0.129,0.75,115.148,196827,4,23.40247,5,1
Broccoli,DRAM,69,0.886,0.525,8,-7.39,1,0.132,0.236,0,0.057,0.708,145.99,225205,4,47.28898,10,1
Baby It's You - Remastered 2009,The Beatles,86,0.608,0.494,4,-12.211,0,0.0345,0.778,0,0.0926,0.879,112.421,160520,4,30.84951,9,1
C’mon N’ Ride It (The Train) [Remix],ReMix Kings,39,0.801,0.755,11,-5.17,1,0.0326,0.0536,0,0.0482,0.919,140.01,276320,4,57.80579,13,1
Talk,Khalid,94,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,197487,4,28.45501,8,1
Human,Rag'n'Bone Man,80,0.602,0.707,11,-4.097,1,0.302,0.393,0,0.165,0.554,75.09,200187,4,32.9237,10,1
Girl,Paul Wall,62,0.693,0.729,4,-8.281,0,0.0347,0.000107,1.90E-05,0.119,0.614,83.989,278453,4,30.39475,11,1
Never Make A Promise,Dru Hill,58,0.733,0.471,9,-8.157,0,0.0285,0.268,0,0.241,0.468,113.228,328400,4,21.56484,13,1
Sweater Weather,The Neighbourhood,76,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,91.20552,7,1
Party In The U.S.A.,Miley Cyrus,84,0.454,0.708,10,-4.526,0,0.0675,0.00124,0.000181,0.0679,0.483,192.18,202067,4,47.43636,8,1
Brokenhearted (feat. Wanya Morris) - Single Version,Brandy,66,0.329,0.517,6,-7.178,1,0.0353,0.488,0,0.0985,0.408,149.758,286493,4,123.44564,7,1
Anna Molly,Incubus,70,0.451,0.973,8,-2.611,1,0.0514,0.00428,7.36E-06,0.0924,0.628,151.885,225880,4,25.57921,12,1
Where The Hood At,DMX,71,0.536,0.946,5,-3.002,0,0.36,0.158,0,0.368,0.779,185.967,286267,4,40.44394,12,1
Unbreakable - Unplugged,Alicia Keys,78,0.504,0.429,8,-12.735,0,0.232,0.0145,0.00149,0.628,0.33,83.711,274000,4,34.94737,11,1
God Bless The U.S.A.,Lee Greenwood,42,0.299,0.422,5,-9.977,1,0.0285,0.0873,0,0.182,0.168,67.797,191600,4,38.8589,7,1
Beautiful Day,U2,79,0.537,0.921,2,-6.474,1,0.0481,0.0144,0.00479,0.382,0.467,136.264,248067,4,110.94748,6,1
From A Distance,Bette Midler,57,0.536,0.242,7,-11.716,1,0.0277,0.674,0,0.331,0.331,137.989,276346,4,26.3402,15,1
Type of Way,Rich Homie Quan,71,0.846,0.497,6,-10.174,0,0.419,0.146,0,0.0733,0.796,134.875,261321,4,29.4101,14,1
Nobody’s Supposed To Be Here,Slim & Fit Crew,0,0.752,0.895,10,-6.51,0,0.054,0.0254,7.16E-05,0.0352,0.443,127.91,253539,4,30.10643,10,1
"Ulay, Oh",How I Became the Bomb,26,0.492,0.392,0,-7.736,1,0.0336,0.92,3.18E-05,0.155,0.488,147.895,184734,4,47.08375,9,1
Macarena (Bayside Boys Mix),Studio Allstars,36,0.836,0.509,1,-14.909,1,0.127,0.0547,0.000135,0.104,0.682,104.076,223893,4,72.55413,6,1
Wat Da Hook Gon Be - Dirty,Murphy Lee,55,0.929,0.595,10,-7.035,0,0.315,0.102,0,0.149,0.897,94.997,224667,4,22.06259,12,1
Run Me Dry,Bryson Tiller,79,0.646,0.756,9,-9.017,0,0.487,0.393,3.23E-05,0.202,0.596,193.881,169267,4,32.58198,6,1
Baby Shark,Pinkfong,69,0.825,0.84,7,-3.651,1,0.227,0.245,0,0.341,0.52,115.062,96333,4,80.72202,3,1
No Matter What,Calum Scott,76,0.508,0.29,10,-7.846,1,0.0298,0.901,0,0.105,0.287,135.114,236525,4,35.80643,9,1
All My Friends Say,Luke Bryan,76,0.683,0.9,9,-4.422,1,0.0333,0.0439,0,0.177,0.962,117.036,242800,4,25.51928,11,1
Theme from Bob the Builder: Can We Fix It?,The Sing-a-long Superstars,16,0.7,0.824,4,-13.462,1,0.0605,0.00422,4.92E-05,0.207,0.519,134.073,187000,4,36.0956,9,1
Cruising For Bruising,Basia,42,0.782,0.522,5,-14.896,0,0.0357,0.0907,0.00224,0.032,0.978,120.057,249827,4,41.93354,12,1
Til My Last Day,Justin Moore,64,0.577,0.761,9,-5.34,1,0.0358,0.0377,0,0.116,0.599,104.991,234027,4,55.9144,10,1
teachme,Musiq Soulchild,60,0.499,0.61,8,-5.11,0,0.135,0.473,0,0.0722,0.436,172.969,260773,3,37.14811,12,1
I Wish It Would Rain Down - 2016 Remastered,Phil Collins,76,0.51,0.667,8,-4.715,1,0.0294,0.292,0.00683,0.313,0.356,125.887,327747,4,35.93928,12,1
This Is Country Music,Brad Paisley,69,0.507,0.669,2,-5.104,1,0.0275,0.126,0.000263,0.111,0.484,88.525,311640,4,44.75667,13,1
Latch,Disclosure,79,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,255632,4,32.61128,13,1
"Who Said - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,65,0.625,0.892,4,-3.27,1,0.0311,0.00872,0,0.127,0.633,133.058,194973,4,26.32697,9,1
Goodbye For Now,P.O.D.,64,0.524,0.885,7,-5.105,0,0.0484,0.00246,0,0.137,0.442,95.05,272547,4,64.61117,9,1
Body Bumpin' (Yippie-Yi-Yo),Public Announcement,42,0.782,0.363,2,-7.744,1,0.0441,0.0472,0,0.149,0.27,121.986,273667,4,31.04654,14,1
Unforgettable,Natalie Cole,64,0.269,0.296,2,-11.404,0,0.0288,0.914,0.000339,0.096,0.134,78.529,211893,4,23.98657,11,1
Runnin' Outta Moonlight,Randy Houser,64,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17E-06,0.0637,0.769,172.024,193773,4,25.87357,7,1
Fireman - Main,Lil Wayne,89,0.682,0.723,1,-4.628,1,0.211,0.0109,0,0.406,0.365,80.634,263547,4,95.72545,12,1
Kerosene,Miranda Lambert,67,0.628,0.92,7,-3.252,1,0.0287,0.00687,5.34E-05,0.337,0.808,126.998,185800,4,43.38067,6,1
Space Jam,Quad City DJ's,45,0.798,0.952,11,-4.78,0,0.0401,0.064,0.000513,0.287,0.843,132.031,304960,4,29.77058,10,1
Welcome to the Future,Brad Paisley,69,0.516,0.86,7,-5.856,1,0.0319,0.0327,0.000131,0.162,0.43,141.702,351453,4,18.38149,19,1
Last Friday Night (T.G.I.F.),Katy Perry,82,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,230747,4,50.14502,8,1
Take Your Time (Do It Right),Max-A-Million,21,0.842,0.961,5,-6.134,1,0.0421,0.0193,0.0087,0.425,0.939,122.979,220333,4,44.78002,8,1
Heatstroke,Calvin Harris,89,0.786,0.735,0,-4.502,0,0.0495,0.362,0,0.176,0.747,110.124,229640,4,68.95891,10,1
Just For Tonight,Vanessa Williams,55,0.576,0.47,9,-10.877,1,0.0291,0.36,0,0.098,0.332,141.981,267947,4,67.19412,13,1
Wagon Wheel,Darius Rucker,68,0.529,0.663,9,-7.138,1,0.0306,0.456,0,0.142,0.592,148.102,298400,4,20.22589,15,1
I Wanna Be Bad - With rap and with vocorder ALSO ALBUM VERSION,Willa Ford,33,0.647,0.818,9,-3.47,0,0.0647,0.234,1.89E-05,0.216,0.816,180.019,183560,4,21.86204,12,1
All We Know,The Chainsmokers,88,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90,194080,4,97.65676,6,1
Counting The Days,Joey Kid,11,0.654,0.92,6,-12.435,0,0.0604,0.00527,0.000621,0.27,0.718,118.368,233040,4,27.59266,10,1
Still New York,MAX,72,0.662,0.677,1,-6.371,0,0.0406,0.23,0,0.369,0.347,99.017,224914,4,30.503,12,1
I Like It (I Wanna Be Where You Are),Grand Puba,45,0.865,0.641,10,-6.652,0,0.162,0.0611,0.000107,0.218,0.762,95.307,263533,4,107.3197,7,1
Stutter,Gucci Mane,86,0.886,0.573,2,-7.649,1,0.32,0.116,0,0.277,0.609,132.069,191160,4,36.08074,9,1
Pretty Girl,Jon B.,55,0.696,0.521,0,-9.32,1,0.0339,0.398,0,0.339,0.646,93.056,258107,4,39.86262,12,1
Wherever You Go,Voices of Theory,32,0.527,0.461,11,-7.57,1,0.0252,0.687,0,0.187,0.261,107.836,339760,4,42.08867,10,1
Mr. Vain - Original Radio Edit,Culture Beat,56,0.703,0.997,9,-7.666,0,0.0399,0.0726,0.0235,0.123,0.391,132.872,257467,4,20.68683,14,1
Simple Life,Carolyn Dawn Johnson,31,0.608,0.822,2,-3.32,1,0.0267,0.0726,0,0.191,0.587,100.007,229533,4,46.6509,11,1
Never Say Never,The Fray,72,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18E-06,0.176,0.262,160.139,256613,4,26.33835,14,1
Sooner Or Later,Breaking Benjamin,73,0.491,0.858,0,-4.764,0,0.0573,0.00206,0.00951,0.0857,0.454,92.797,218800,4,20.16942,10,1
